id,label,attack_class,type,payload,context,context_bucket,severity,severity_original,severity_reason,is_destructive,destructive_flags,oracle,description,example
benign-1232,benign,benign,postal_code,34260,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1233,benign,benign,password,br29Ue0ero,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-1234,benign,benign,card_number,8630289521996392,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1235,benign,benign,national_id,88811925R,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1236,benign,benign,surname,Cobo Malaquin,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1237,benign,benign,surname,Raurell,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1238,benign,benign,surname,Torroja Alsina,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1239,benign,benign,address,"Calle Alcala Galiano, 144 10H",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1240,benign,benign,address,"C/ Jaume i 85,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1241,benign,benign,card_number,2410254437991405,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1242,benign,benign,city,Villamart�n,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1243,benign,benign,card_number,6654035919135802,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1244,benign,benign,password,salv�tico,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-1245,benign,benign,national_id,74017554N,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1246,benign,benign,card_number,9933609390542119,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1247,benign,benign,password,cHI5rleA8,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1248,benign,benign,postal_code,10895,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1249,benign,benign,national_id,48194765J,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1250,benign,benign,price,7002,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1251,benign,benign,surname,Cusquisiban Ocifuente,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1252,benign,benign,username,jeffry,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1253,benign,benign,card_number,7964136674521847,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1254,benign,benign,card_number,4969259247997773,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1255,benign,benign,national_id,98828357W,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1256,benign,benign,name,Merl�n,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1257,benign,benign,price,7581,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1258,benign,benign,name,Adon�as,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1259,benign,benign,name,Besari�n,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1260,benign,benign,address,"Pl. Marugame, 183 12?G",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1261,benign,benign,username,schemena,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1262,benign,benign,username,gulis,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1263,benign,benign,city,Santa Eug�nia,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1264,benign,benign,city,Sant Mart� de Riucorb,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1265,benign,benign,surname,Ibarbe Jornet,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1266,benign,benign,card_number,8036994559914717,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1267,benign,benign,username,dorion,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1268,benign,benign,password,f287O,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1269,benign,benign,username,cedric,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1270,benign,benign,name,Nimsi,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1271,benign,benign,card_number,7191364141648176,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1272,benign,benign,address,C/ Veronica 198,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1273,benign,benign,card_number,1707059496067990,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1274,benign,benign,price,3799,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1275,benign,benign,username,huayuan,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1276,benign,benign,address,"C/ Estadio, 80,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1277,benign,benign,surname,Ciurans,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1278,benign,benign,city,Monda,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1279,benign,benign,national_id,96398598D,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1280,benign,benign,name,Edelmira,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1281,benign,benign,card_number,1534387130706051,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1282,benign,benign,card_number,8995060519994325,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1283,benign,benign,address,"Camino De Moncada, 127 2A",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1284,benign,benign,card_number,2693373375703320,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1285,benign,benign,address,"Herotodo 183,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1286,benign,benign,username,saravano,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1287,benign,benign,password,revistero,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1288,benign,benign,address,"Fuente San Roque, 92",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1289,benign,benign,surname,Jones Daun�s,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1290,benign,benign,email,escande.bousquet@naturalagricolacantabria.ae,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1291,benign,benign,email,surgere@pcvirus.lk,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1292,benign,benign,national_id,41132172F,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1293,benign,benign,card_number,6603524578974449,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1294,benign,benign,address,"Calle Doctor Gallego Hinojosa, 185 11?A",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1295,benign,benign,national_id,75586196P,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1296,benign,benign,name,Tha�s,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1297,benign,benign,national_id,97119708T,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1298,benign,benign,surname,Egu�a Vive,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1299,benign,benign,address,Calle Compositor Ramon Medina 59,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1300,benign,benign,email,schumway@zytechwind.gf,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1301,benign,benign,address,"C/ Tribaldos, 36",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1302,benign,benign,name,Petunia,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1303,benign,benign,password,cinq4en2,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-1304,benign,benign,email,hafner@vinavilano.nl,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1305,benign,benign,surname,Polo Castany�,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1306,benign,benign,address,"Calle Roldana, 132,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1307,benign,benign,username,bisson15,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1308,benign,benign,password,4actor,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1309,benign,benign,address,Comercio 45,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1310,benign,benign,national_id,46423379H,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1311,benign,benign,username,minority,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1312,benign,benign,address,"Avda. Doctor Gadea 75, 10?C",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1313,benign,benign,national_id,74008311S,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1314,benign,benign,city,Castell de Mur,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1315,benign,benign,name,Gioconda,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1316,benign,benign,username,yong,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1317,benign,benign,password,ocas88n708,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-1318,benign,benign,national_id,34607469J,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1319,benign,benign,address,"Pantano De Barasona, 199 12?C",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1320,benign,benign,postal_code,31660,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1321,benign,benign,city,San Mart�n de Rubiales,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1322,benign,benign,national_id,84270364C,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1323,benign,benign,password,cascab.ullo,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1324,benign,benign,username,al,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1325,benign,benign,surname,Taffanelli Kohls,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1326,benign,benign,national_id,63765745Q,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1327,benign,benign,card_number,1541713650880969,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1328,benign,benign,address,"Plaza Santo Tomas, 17",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1329,benign,benign,address,"Francisco Del Corral 17, 11?B",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1330,benign,benign,password,c7Nfe1.o40o,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1331,benign,benign,postal_code,46770,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1332,benign,benign,postal_code,24130,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1333,benign,benign,email,besse@camiones-hibridos.et,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1334,benign,benign,price,5886,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1335,benign,benign,name,Yas�,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1336,benign,benign,national_id,60642994K,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1337,benign,benign,address,"Calle Obispo Gonzalez De Toro S/N,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1338,benign,benign,username,raglin,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1339,benign,benign,username,upchurch,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1340,benign,benign,email,brunet@socimi.com.sh,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1341,benign,benign,card_number,3375028591376438,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1342,benign,benign,email,hannon.white8@mtos.st,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1343,benign,benign,password,t0MaDa,Login password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'pwd')",
benign-1344,benign,benign,card_number,4174057992994989,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1345,benign,benign,password,?7aq4i5,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1346,benign,benign,email,berchot@lauracuadrado.si,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1347,benign,benign,username,tupling,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1348,benign,benign,postal_code,39593,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1349,benign,benign,email,fontanne@madrid2012.st,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1350,benign,benign,surname,Duocastella,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1351,benign,benign,username,engle,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1352,benign,benign,national_id,68376607E,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1353,benign,benign,name,Celedonio,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1354,benign,benign,national_id,26329467X,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1355,benign,benign,username,mahiger,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1356,benign,benign,card_number,7886835128895886,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1357,benign,benign,surname,Pinell Solivellas,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1358,benign,benign,postal_code,06329,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1359,benign,benign,password,ahorquillado,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1360,benign,benign,card_number,1019839270121491,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1361,benign,benign,username,tariq,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1362,benign,benign,address,Carrer Rovellat 198,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1363,benign,benign,city,Capolat,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1364,benign,benign,surname,Caldas Mico,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1365,benign,benign,address,Calle Chozo S/N 7-D,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1366,benign,benign,password,zABuLl-iDura,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1367,benign,benign,username,denette0,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1368,benign,benign,postal_code,31164,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1369,benign,benign,price,4470,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1370,benign,benign,national_id,87893407B,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1371,benign,benign,surname,Bazan Trh�z,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1372,benign,benign,address,Marjal 169,Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1373,benign,benign,city,Villamayor de G�llego,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1374,benign,benign,card_number,5964453660834139,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1375,benign,benign,national_id,64129884L,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1376,benign,benign,price,4060,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1377,benign,benign,price,8247,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1378,benign,benign,username,gowjen0,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1379,benign,benign,username,skeuse,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1380,benign,benign,password,mitayo,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1381,benign,benign,postal_code,37727,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1382,benign,benign,name,Sel�m,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1383,benign,benign,address,"Poligono Los Palancares, 198, 2-A",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1384,benign,benign,address,"Calle Rio Nervion S/N,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1385,benign,benign,postal_code,05358,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1386,benign,benign,username,sufcak,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1387,benign,benign,username,cato,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1388,benign,benign,username,popowycz,Login username,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'login')",
benign-1389,benign,benign,email,linhares@gspace.ge,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1390,benign,benign,email,roby@webgune.by,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1391,benign,benign,card_number,9802888117953837,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1392,benign,benign,email,vanel-ricotta@estoespresto.sy,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1393,benign,benign,email,dewar@3horas.gi,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1394,benign,benign,national_id,76180484E,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1395,benign,benign,surname,Formenti,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1396,benign,benign,national_id,56392110C,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1397,benign,benign,card_number,7798599554613222,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1398,benign,benign,postal_code,14208,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1399,benign,benign,national_id,54092231A,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1400,benign,benign,postal_code,08787,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1401,benign,benign,national_id,22085830B,National ID field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'dni')",
benign-1402,benign,benign,city,Santiurde de Toranzo,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1403,benign,benign,address,"Roger De Flor, 131,",Address field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'direccion')",
benign-1404,benign,benign,password,tR�pili,Registration password,login_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'password')",
benign-1405,benign,benign,city,Ituren,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1406,benign,benign,postal_code,36520,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1407,benign,benign,name,Alucio,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
benign-1408,benign,benign,card_number,4612668562196480,Credit card field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ntc')",
benign-1409,benign,benign,postal_code,45622,Postal code field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'cp')",
benign-1410,benign,benign,price,60,Price parameter,url_param,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'precio')",
benign-1411,benign,benign,city,Puigcerd�,City field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'ciudad')",
benign-1412,benign,benign,surname,B�cker Rosselot,Surname field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'apellidos')",
benign-1413,benign,benign,email,dieterle_schindler@tardos.sm,Email field,profile_form,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'email')",
benign-1414,benign,benign,name,Ninna,Name field,form_field,none,,benign_input (CSIC 2010),False,[],,"Benign user input (CSIC 2010, param 'nombre')",
